	Gilbertella_persicariavar.indica_CBS_442.64-.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0000118	GBNTN_000019-T1, GBNTN_000886-T1, GBNTN_007264-T1	GBNWO_000110-T1, GBNWO_002485-T1, GBNWO_003712-T1
OG0000119	GBNTN_000089-T1, GBNTN_006608-T1, GBNTN_007966-T1, GBNTN_007967-T1	GBNWO_003134-T1, GBNWO_008845-T1
OG0000120	GBNTN_000094-T1, GBNTN_001513-T1, GBNTN_005089-T1	GBNWO_001392-T1, GBNWO_001675-T1, GBNWO_007724-T1
OG0000121	GBNTN_000102-T1, GBNTN_001197-T1, GBNTN_004602-T1	GBNWO_000478-T1, GBNWO_001436-T1, GBNWO_003962-T1
OG0000122	GBNTN_000126-T1, GBNTN_007998-T1, GBNTN_009474-T1	GBNWO_000876-T1, GBNWO_005155-T1, GBNWO_007467-T1
OG0000123	GBNTN_000188-T1, GBNTN_000486-T1, GBNTN_003965-T1	GBNWO_001841-T1, GBNWO_004922-T1, GBNWO_005561-T1
OG0000124	GBNTN_000207-T1, GBNTN_005194-T1, GBNTN_006060-T1	GBNWO_000887-T1, GBNWO_006261-T1, GBNWO_006417-T1
OG0000125	GBNTN_000337-T1, GBNTN_001830-T1, GBNTN_008608-T1	GBNWO_005568-T1, GBNWO_006326-T1, GBNWO_007017-T1
OG0000126	GBNTN_000342-T1, GBNTN_005693-T1, GBNTN_006950-T1	GBNWO_002244-T1, GBNWO_002748-T1, GBNWO_009248-T1
OG0000127	GBNTN_000399-T1, GBNTN_004825-T1, GBNTN_006336-T1	GBNWO_001138-T1, GBNWO_001168-T1, GBNWO_005988-T1
OG0000128	GBNTN_000428-T1, GBNTN_004876-T1, GBNTN_007765-T1	GBNWO_002354-T1, GBNWO_006741-T1, GBNWO_007196-T1
OG0000129	GBNTN_000430-T1, GBNTN_005405-T1, GBNTN_007363-T1	GBNWO_003351-T1, GBNWO_005045-T1, GBNWO_009167-T1
OG0000130	GBNTN_000481-T1, GBNTN_002932-T1, GBNTN_006648-T1	GBNWO_003042-T1, GBNWO_007682-T1, GBNWO_009147-T1
OG0000131	GBNTN_000497-T1, GBNTN_003764-T1, GBNTN_005968-T1	GBNWO_003059-T1, GBNWO_003560-T1, GBNWO_009556-T1
OG0000132	GBNTN_000502-T1, GBNTN_003434-T1, GBNTN_009185-T1	GBNWO_001165-T1, GBNWO_008214-T1, GBNWO_009014-T1
OG0000133	GBNTN_000551-T1, GBNTN_006404-T1, GBNTN_006529-T1	GBNWO_003473-T1, GBNWO_007699-T1, GBNWO_008593-T1
OG0000134	GBNTN_000571-T1, GBNTN_003014-T1, GBNTN_004523-T1, GBNTN_008666-T1	GBNWO_001753-T1, GBNWO_003273-T1
OG0000135	GBNTN_000587-T1, GBNTN_000969-T1, GBNTN_005802-T1	GBNWO_000665-T1, GBNWO_000963-T1, GBNWO_009150-T1
OG0000136	GBNTN_000590-T1, GBNTN_001000-T1, GBNTN_009927-T1	GBNWO_000210-T1, GBNWO_002651-T1, GBNWO_009153-T1
OG0000137	GBNTN_000635-T1, GBNTN_005234-T1, GBNTN_008845-T1	GBNWO_003652-T1, GBNWO_007813-T1, GBNWO_008838-T1
OG0000138	GBNTN_000658-T1, GBNTN_002994-T1, GBNTN_004125-T1, GBNTN_004438-T1, GBNTN_007654-T1	GBNWO_005531-T1
OG0000139	GBNTN_000670-T1, GBNTN_000977-T1, GBNTN_003630-T1	GBNWO_003974-T1, GBNWO_004498-T1, GBNWO_006899-T1
OG0000140	GBNTN_000707-T1, GBNTN_005046-T1, GBNTN_007981-T1	GBNWO_002889-T1, GBNWO_003126-T1, GBNWO_004575-T1
OG0000141	GBNTN_000753-T1, GBNTN_000895-T1, GBNTN_005413-T1	GBNWO_000554-T1, GBNWO_003440-T1, GBNWO_006588-T1
OG0000142	GBNTN_000792-T1, GBNTN_002506-T1, GBNTN_007497-T1	GBNWO_007130-T1, GBNWO_007713-T1, GBNWO_009557-T1
OG0000143	GBNTN_000823-T1, GBNTN_001378-T1, GBNTN_001558-T1, GBNTN_001660-T1	GBNWO_004475-T1, GBNWO_004864-T1
OG0000144	GBNTN_000835-T1, GBNTN_004381-T1, GBNTN_007888-T1	GBNWO_000958-T1, GBNWO_006812-T1, GBNWO_008678-T1
OG0000145	GBNTN_000860-T1, GBNTN_001989-T1, GBNTN_005756-T1	GBNWO_000806-T1, GBNWO_000966-T1, GBNWO_004260-T1
OG0000146	GBNTN_000989-T1, GBNTN_001978-T1, GBNTN_004340-T1	GBNWO_006746-T1, GBNWO_008028-T1, GBNWO_008189-T1
OG0000147	GBNTN_001066-T1, GBNTN_002372-T1, GBNTN_008657-T1	GBNWO_000988-T1, GBNWO_002463-T1, GBNWO_009453-T1
OG0000148	GBNTN_001155-T1, GBNTN_001949-T1, GBNTN_007787-T1	GBNWO_004504-T1, GBNWO_005185-T1, GBNWO_006707-T1
OG0000149	GBNTN_001163-T1, GBNTN_003870-T1, GBNTN_009806-T1	GBNWO_005050-T1, GBNWO_006510-T1, GBNWO_006614-T1
OG0000150	GBNTN_001200-T1, GBNTN_001583-T1, GBNTN_001663-T1, GBNTN_001941-T1	GBNWO_003593-T1, GBNWO_005100-T1
OG0000151	GBNTN_001202-T1, GBNTN_002457-T1, GBNTN_007130-T1	GBNWO_003038-T1, GBNWO_006639-T1, GBNWO_007917-T1
OG0000152	GBNTN_001215-T1, GBNTN_002257-T1, GBNTN_007324-T1	GBNWO_001007-T1, GBNWO_002902-T1, GBNWO_008239-T1
OG0000153	GBNTN_001230-T1, GBNTN_004619-T1, GBNTN_007592-T1	GBNWO_003489-T1, GBNWO_004751-T1, GBNWO_006567-T1
OG0000154	GBNTN_001242-T1, GBNTN_006138-T1, GBNTN_008982-T1	GBNWO_003855-T1, GBNWO_003878-T1, GBNWO_009268-T1
OG0000155	GBNTN_001253-T1, GBNTN_001472-T1, GBNTN_002462-T1	GBNWO_000417-T1, GBNWO_002723-T1, GBNWO_007068-T1
OG0000156	GBNTN_001268-T1, GBNTN_006605-T1, GBNTN_007207-T1	GBNWO_004659-T1, GBNWO_004934-T1, GBNWO_007696-T1
OG0000157	GBNTN_001417-T1, GBNTN_008116-T1, GBNTN_009757-T1	GBNWO_004030-T1, GBNWO_008866-T1, GBNWO_009355-T1
OG0000158	GBNTN_001424-T1, GBNTN_003066-T1, GBNTN_004159-T1	GBNWO_001031-T1, GBNWO_004314-T1, GBNWO_008860-T1
OG0000159	GBNTN_001448-T1, GBNTN_003006-T1, GBNTN_006508-T1	GBNWO_005387-T1, GBNWO_006679-T1, GBNWO_009490-T1
OG0000160	GBNTN_001463-T1, GBNTN_002235-T1	GBNWO_000171-T1, GBNWO_002776-T1, GBNWO_003160-T1, GBNWO_004986-T1
OG0000161	GBNTN_001554-T1, GBNTN_005056-T1, GBNTN_006059-T1	GBNWO_000827-T1, GBNWO_001764-T1, GBNWO_006546-T1
OG0000162	GBNTN_001595-T1, GBNTN_002399-T1, GBNTN_007425-T1	GBNWO_002946-T1, GBNWO_007980-T1, GBNWO_008956-T1
OG0000163	GBNTN_001742-T1, GBNTN_004082-T1, GBNTN_004101-T1	GBNWO_000619-T1, GBNWO_000720-T1, GBNWO_007140-T1
OG0000164	GBNTN_001765-T1, GBNTN_003452-T1, GBNTN_006422-T1	GBNWO_000323-T1, GBNWO_003067-T1, GBNWO_003574-T1
OG0000165	GBNTN_001771-T1, GBNTN_004647-T1, GBNTN_005313-T1	GBNWO_007013-T1, GBNWO_007544-T1, GBNWO_007584-T1
OG0000166	GBNTN_001777-T1, GBNTN_002240-T1, GBNTN_006530-T1	GBNWO_006229-T1, GBNWO_006981-T1, GBNWO_007885-T1
OG0000167	GBNTN_001933-T1, GBNTN_006585-T1, GBNTN_009239-T1	GBNWO_000667-T1, GBNWO_001327-T1, GBNWO_006363-T1
OG0000168	GBNTN_002071-T1, GBNTN_004422-T1, GBNTN_005896-T1	GBNWO_000710-T1, GBNWO_006950-T1, GBNWO_008552-T1
OG0000169	GBNTN_002088-T1, GBNTN_007029-T1, GBNTN_007462-T1	GBNWO_006583-T1, GBNWO_008126-T1, GBNWO_008596-T1
OG0000170	GBNTN_002144-T1, GBNTN_003585-T1, GBNTN_007808-T1	GBNWO_000956-T1, GBNWO_001218-T1, GBNWO_004797-T1
OG0000171	GBNTN_002170-T1, GBNTN_002618-T1, GBNTN_002640-T1	GBNWO_002356-T1, GBNWO_002729-T1, GBNWO_005230-T1
OG0000172	GBNTN_002171-T1, GBNTN_008174-T1, GBNTN_009790-T1	GBNWO_005184-T1, GBNWO_006506-T1, GBNWO_007861-T1
OG0000173	GBNTN_002248-T1, GBNTN_003547-T1, GBNTN_005678-T1	GBNWO_002089-T1, GBNWO_002176-T1, GBNWO_005365-T1
OG0000174	GBNTN_002289-T1, GBNTN_002411-T1, GBNTN_003271-T1	GBNWO_000545-T1, GBNWO_008421-T1, GBNWO_009032-T1
OG0000175	GBNTN_002296-T1, GBNTN_003283-T1, GBNTN_004492-T1	GBNWO_007251-T1, GBNWO_008294-T1, GBNWO_009132-T1
OG0000176	GBNTN_002352-T1, GBNTN_008198-T1, GBNTN_008929-T1	GBNWO_000519-T1, GBNWO_000930-T1, GBNWO_007167-T1
OG0000177	GBNTN_002471-T1, GBNTN_003388-T1, GBNTN_003803-T1	GBNWO_004044-T1, GBNWO_004100-T1, GBNWO_006936-T1
OG0000178	GBNTN_002495-T1, GBNTN_003071-T1, GBNTN_004821-T1	GBNWO_003232-T1, GBNWO_007492-T1, GBNWO_009551-T1
OG0000179	GBNTN_002499-T1, GBNTN_003460-T1, GBNTN_005204-T1, GBNTN_008782-T1	GBNWO_002732-T1, GBNWO_009066-T1
OG0000180	GBNTN_002557-T1, GBNTN_003757-T1, GBNTN_005961-T1	GBNWO_000124-T1, GBNWO_000757-T1, GBNWO_004326-T1
OG0000181	GBNTN_002679-T1, GBNTN_008277-T1, GBNTN_008348-T1	GBNWO_000866-T1, GBNWO_001861-T1, GBNWO_008362-T1
OG0000182	GBNTN_003049-T1, GBNTN_004616-T1, GBNTN_007194-T1	GBNWO_001298-T1, GBNWO_004038-T1, GBNWO_008058-T1
OG0000183	GBNTN_003161-T1, GBNTN_005249-T1, GBNTN_009597-T1	GBNWO_001280-T1, GBNWO_002307-T1, GBNWO_006462-T1
OG0000184	GBNTN_003235-T1, GBNTN_005106-T1, GBNTN_006310-T1	GBNWO_000533-T1, GBNWO_006206-T1, GBNWO_008523-T1
OG0000185	GBNTN_003278-T1, GBNTN_008369-T1, GBNTN_009394-T1	GBNWO_001970-T1, GBNWO_006516-T1, GBNWO_007476-T1
OG0000186	GBNTN_003320-T1, GBNTN_004192-T1, GBNTN_007176-T1	GBNWO_001302-T1, GBNWO_006368-T1, GBNWO_009182-T1
OG0000187	GBNTN_003376-T1, GBNTN_008360-T1, GBNTN_008578-T1	GBNWO_005820-T1, GBNWO_006520-T1, GBNWO_007753-T1
OG0000188	GBNTN_003407-T1, GBNTN_007633-T1, GBNTN_007833-T1	GBNWO_000675-T1, GBNWO_002988-T1, GBNWO_006091-T1
OG0000189	GBNTN_003428-T1, GBNTN_004848-T1, GBNTN_005691-T1	GBNWO_007519-T1, GBNWO_008337-T1, GBNWO_009335-T1
OG0000190	GBNTN_003429-T1, GBNTN_006708-T1, GBNTN_007962-T1	GBNWO_000625-T1, GBNWO_001808-T1, GBNWO_007520-T1
OG0000191	GBNTN_003465-T1, GBNTN_006818-T1, GBNTN_008419-T1	GBNWO_001901-T1, GBNWO_005751-T1, GBNWO_006200-T1
OG0000192	GBNTN_003774-T1, GBNTN_004402-T1, GBNTN_008976-T1	GBNWO_000593-T1, GBNWO_009561-T1, GBNWO_009572-T1
OG0000193	GBNTN_003869-T1, GBNTN_009807-T1, GBNTN_009894-T1	GBNWO_002083-T1, GBNWO_004637-T1, GBNWO_006511-T1
OG0000194	GBNTN_004001-T1, GBNTN_005332-T1, GBNTN_006609-T1	GBNWO_005036-T1, GBNWO_008784-T1, GBNWO_008790-T1
OG0000195	GBNTN_004026-T1, GBNTN_004331-T1, GBNTN_007624-T1	GBNWO_000137-T1, GBNWO_001558-T1, GBNWO_008275-T1
OG0000196	GBNTN_004059-T1, GBNTN_004060-T1, GBNTN_004692-T1, GBNTN_006924-T1	GBNWO_001774-T1, GBNWO_006289-T1
OG0000197	GBNTN_004128-T1, GBNTN_005637-T1, GBNTN_007678-T1	GBNWO_000105-T1, GBNWO_005508-T1, GBNWO_006708-T1
OG0000198	GBNTN_004141-T1, GBNTN_005999-T1, GBNTN_009693-T1	GBNWO_001982-T1, GBNWO_003316-T1, GBNWO_004850-T1
OG0000199	GBNTN_004153-T1, GBNTN_004219-T1, GBNTN_009395-T1	GBNWO_001971-T1, GBNWO_003702-T1, GBNWO_008373-T1
OG0000200	GBNTN_004437-T1, GBNTN_004439-T1, GBNTN_009318-T1, GBNTN_009319-T1	GBNWO_007967-T1, GBNWO_007968-T1
OG0000201	GBNTN_004562-T1, GBNTN_004566-T1, GBNTN_006957-T1	GBNWO_003502-T1, GBNWO_008185-T1, GBNWO_008836-T1
OG0000202	GBNTN_004655-T1, GBNTN_006231-T1, GBNTN_007198-T1	GBNWO_003156-T1, GBNWO_004551-T1, GBNWO_006065-T1
OG0000203	GBNTN_004695-T1, GBNTN_007786-T1, GBNTN_009053-T1	GBNWO_002160-T1, GBNWO_006287-T1, GBNWO_006706-T1
OG0000204	GBNTN_004721-T1, GBNTN_007086-T1, GBNTN_009522-T1	GBNWO_003174-T1, GBNWO_008020-T1, GBNWO_008193-T1
OG0000205	GBNTN_004836-T1, GBNTN_004837-T1, GBNTN_009942-T1	GBNWO_001018-T1, GBNWO_002015-T1, GBNWO_005516-T1
OG0000206	GBNTN_004867-T1, GBNTN_007239-T1, GBNTN_007936-T1	GBNWO_002543-T1, GBNWO_005076-T1, GBNWO_005479-T1
OG0000207	GBNTN_004910-T1, GBNTN_006459-T1	GBNWO_002388-T1, GBNWO_004593-T1, GBNWO_006444-T1, GBNWO_006967-T1
OG0000208	GBNTN_004985-T1, GBNTN_005260-T1, GBNTN_007901-T1	GBNWO_002809-T1, GBNWO_004174-T1, GBNWO_009019-T1
OG0000209	GBNTN_005063-T1, GBNTN_007113-T1, GBNTN_009413-T1	GBNWO_003899-T1, GBNWO_004776-T1, GBNWO_006307-T1
OG0000210	GBNTN_005112-T1, GBNTN_007645-T1, GBNTN_007841-T1	GBNWO_003285-T1, GBNWO_005901-T1, GBNWO_008510-T1
OG0000211	GBNTN_005505-T1, GBNTN_006989-T1, GBNTN_009254-T1	GBNWO_000245-T1, GBNWO_003341-T1, GBNWO_005807-T1
OG0000212	GBNTN_005633-T1, GBNTN_009461-T1	GBNWO_000587-T1, GBNWO_002572-T1, GBNWO_008630-T1, GBNWO_008902-T1
OG0000213	GBNTN_005816-T1, GBNTN_008829-T1, GBNTN_009489-T1	GBNWO_003601-T1, GBNWO_004110-T1, GBNWO_006226-T1
OG0000214	GBNTN_006454-T1, GBNTN_009214-T1, GBNTN_009242-T1	GBNWO_000538-T1, GBNWO_003165-T1, GBNWO_009513-T1
OG0000215	GBNTN_006596-T1, GBNTN_009591-T1, GBNTN_009801-T1	GBNWO_001083-T1, GBNWO_006380-T1, GBNWO_008877-T1
OG0000216	GBNTN_006919-T1, GBNTN_007776-T1, GBNTN_009286-T1	GBNWO_003527-T1, GBNWO_003533-T1, GBNWO_004630-T1
OG0000217	GBNTN_006990-T1, GBNTN_007597-T1, GBNTN_008843-T1	GBNWO_000246-T1, GBNWO_006843-T1, GBNWO_009650-T1
OG0000218	GBNTN_007333-T1, GBNTN_007600-T1, GBNTN_007626-T1	GBNWO_001885-T1, GBNWO_007325-T1, GBNWO_007397-T1
OG0000219	GBNTN_007604-T1, GBNTN_008622-T1, GBNTN_008842-T1	GBNWO_000009-T1, GBNWO_006844-T1, GBNWO_008123-T1
OG0000220	GBNTN_008662-T1, GBNTN_008663-T1, GBNTN_009483-T1	GBNWO_004127-T1, GBNWO_004694-T1, GBNWO_005364-T1
OG0000221	GBNTN_008765-T1, GBNTN_009453-T1, GBNTN_009885-T1	GBNWO_004505-T1, GBNWO_005284-T1, GBNWO_005962-T1
OG0000222	GBNTN_000083-T1, GBNTN_001768-T1, GBNTN_009169-T1	GBNWO_003290-T1, GBNWO_004227-T1
OG0000223	GBNTN_000127-T1, GBNTN_003486-T1, GBNTN_004307-T1	GBNWO_000393-T1, GBNWO_002026-T1
OG0000224	GBNTN_000191-T1, GBNTN_009690-T1	GBNWO_000637-T1, GBNWO_001370-T1, GBNWO_004624-T1
OG0000225	GBNTN_000234-T1, GBNTN_000235-T1, GBNTN_001371-T1	GBNWO_006782-T1, GBNWO_009194-T1
OG0000226	GBNTN_000264-T1, GBNTN_000461-T1, GBNTN_006337-T1	GBNWO_001137-T1, GBNWO_003796-T1
OG0000227	GBNTN_000290-T1, GBNTN_001871-T1, GBNTN_008525-T1	GBNWO_000026-T1, GBNWO_001815-T1
OG0000228	GBNTN_000335-T1, GBNTN_001140-T1	GBNWO_001592-T1, GBNWO_008326-T1, GBNWO_008848-T1
OG0000229	GBNTN_000401-T1, GBNTN_005876-T1, GBNTN_006115-T1	GBNWO_003461-T1, GBNWO_009549-T1
OG0000230	GBNTN_000404-T1, GBNTN_006825-T1, GBNTN_007525-T1	GBNWO_000846-T1, GBNWO_005666-T1
OG0000231	GBNTN_000504-T1, GBNTN_000505-T1, GBNTN_005145-T1	GBNWO_009016-T1, GBNWO_009624-T1
OG0000232	GBNTN_000530-T1, GBNTN_007491-T1	GBNWO_005058-T1, GBNWO_006428-T1, GBNWO_006877-T1
OG0000233	GBNTN_000557-T1, GBNTN_001169-T1, GBNTN_009950-T1	GBNWO_001714-T1, GBNWO_002589-T1
OG0000234	GBNTN_000605-T1, GBNTN_000796-T1, GBNTN_000873-T1	GBNWO_003941-T1, GBNWO_005178-T1
OG0000235	GBNTN_000613-T1, GBNTN_007653-T1, GBNTN_009553-T1	GBNWO_004733-T1, GBNWO_005422-T1
OG0000236	GBNTN_000629-T1, GBNTN_002847-T1, GBNTN_008067-T1, GBNTN_009361-T1	GBNWO_001101-T1
OG0000237	GBNTN_000632-T1, GBNTN_002755-T1	GBNWO_003655-T1, GBNWO_006889-T1, GBNWO_006984-T1
OG0000238	GBNTN_000689-T1, GBNTN_005574-T1	GBNWO_001488-T1, GBNWO_006710-T1, GBNWO_008669-T1
OG0000239	GBNTN_000692-T1, GBNTN_000693-T1, GBNTN_009430-T1	GBNWO_000053-T1, GBNWO_005691-T1
OG0000240	GBNTN_000776-T1, GBNTN_008404-T1	GBNWO_005532-T1, GBNWO_006387-T1, GBNWO_007028-T1
OG0000241	GBNTN_000784-T1, GBNTN_000785-T1, GBNTN_002938-T1	GBNWO_005449-T1, GBNWO_006822-T1
OG0000242	GBNTN_000795-T1, GBNTN_001045-T1, GBNTN_009853-T1	GBNWO_001426-T1, GBNWO_001609-T1
OG0000243	GBNTN_000804-T1, GBNTN_001279-T1, GBNTN_006289-T1	GBNWO_003676-T1, GBNWO_008544-T1
OG0000244	GBNTN_000882-T1, GBNTN_004960-T1	GBNWO_000922-T1, GBNWO_001573-T1, GBNWO_006918-T1
OG0000245	GBNTN_000946-T1, GBNTN_002778-T1, GBNTN_008366-T1	GBNWO_001391-T1, GBNWO_009416-T1
OG0000246	GBNTN_001076-T1, GBNTN_001275-T1, GBNTN_006901-T1	GBNWO_002207-T1, GBNWO_005126-T1
OG0000247	GBNTN_001170-T1, GBNTN_002208-T1, GBNTN_006512-T1	GBNWO_007862-T1, GBNWO_008380-T1
OG0000248	GBNTN_001204-T1, GBNTN_003865-T1, GBNTN_006553-T1	GBNWO_005853-T1, GBNWO_007915-T1
OG0000249	GBNTN_001210-T1, GBNTN_002407-T1, GBNTN_003171-T1	GBNWO_002005-T1, GBNWO_004406-T1
OG0000250	GBNTN_001226-T1, GBNTN_003906-T1, GBNTN_007816-T1	GBNWO_005763-T1, GBNWO_008472-T1
OG0000251	GBNTN_001281-T1, GBNTN_005897-T1, GBNTN_007743-T1	GBNWO_002959-T1, GBNWO_006951-T1
OG0000252	GBNTN_001285-T1, GBNTN_006080-T1	GBNWO_001996-T1, GBNWO_003625-T1, GBNWO_008206-T1
OG0000253	GBNTN_001362-T1, GBNTN_005564-T1	GBNWO_001779-T1, GBNWO_007645-T1, GBNWO_009076-T1
OG0000254	GBNTN_001374-T1, GBNTN_003419-T1, GBNTN_008340-T1	GBNWO_000093-T1, GBNWO_008003-T1
OG0000255	GBNTN_001387-T1, GBNTN_003559-T1, GBNTN_003768-T1	GBNWO_005796-T1, GBNWO_007851-T1
OG0000256	GBNTN_001435-T1, GBNTN_003939-T1, GBNTN_009468-T1	GBNWO_003572-T1, GBNWO_003615-T1
OG0000257	GBNTN_001505-T1, GBNTN_007688-T1	GBNWO_002803-T1, GBNWO_006834-T1, GBNWO_007587-T1
OG0000258	GBNTN_001519-T1, GBNTN_005465-T1	GBNWO_000496-T1, GBNWO_004185-T1, GBNWO_004356-T1
OG0000259	GBNTN_001547-T1, GBNTN_003910-T1, GBNTN_007934-T1	GBNWO_000238-T1, GBNWO_003430-T1
OG0000260	GBNTN_001564-T1, GBNTN_006334-T1, GBNTN_006335-T1	GBNWO_001715-T1, GBNWO_006577-T1
OG0000261	GBNTN_001586-T1, GBNTN_005068-T1, GBNTN_006802-T1	GBNWO_004709-T1, GBNWO_008583-T1
OG0000262	GBNTN_001596-T1, GBNTN_006786-T1, GBNTN_008700-T1	GBNWO_000201-T1, GBNWO_002947-T1
OG0000263	GBNTN_001621-T1, GBNTN_004981-T1, GBNTN_008866-T1	GBNWO_004148-T1, GBNWO_006334-T1
OG0000264	GBNTN_001775-T1, GBNTN_007448-T1	GBNWO_005049-T1, GBNWO_006232-T1, GBNWO_009184-T1
OG0000265	GBNTN_001820-T1, GBNTN_002489-T1, GBNTN_008098-T1	GBNWO_000454-T1, GBNWO_006139-T1
OG0000266	GBNTN_001838-T1, GBNTN_003947-T1, GBNTN_009920-T1	GBNWO_001954-T1, GBNWO_009354-T1
OG0000267	GBNTN_001909-T1, GBNTN_005175-T1	GBNWO_003888-T1, GBNWO_004359-T1, GBNWO_005107-T1
OG0000268	GBNTN_001968-T1, GBNTN_003964-T1, GBNTN_009085-T1	GBNWO_003342-T1, GBNWO_003925-T1
OG0000269	GBNTN_002054-T1, GBNTN_003832-T1, GBNTN_006292-T1	GBNWO_002360-T1, GBNWO_007920-T1
OG0000270	GBNTN_002116-T1, GBNTN_007335-T1, GBNTN_009235-T1	GBNWO_002230-T1, GBNWO_005717-T1
OG0000271	GBNTN_002287-T1, GBNTN_003316-T1	GBNWO_009034-T1, GBNWO_009397-T1, GBNWO_009398-T1
OG0000272	GBNTN_002348-T1, GBNTN_008996-T1	GBNWO_007161-T1, GBNWO_007163-T1, GBNWO_007677-T1
OG0000273	GBNTN_002354-T1, GBNTN_005822-T1, GBNTN_008256-T1	GBNWO_007168-T1, GBNWO_007313-T1
OG0000274	GBNTN_002453-T1, GBNTN_002544-T1	GBNWO_005375-T1, GBNWO_005376-T1, GBNWO_005632-T1
OG0000275	GBNTN_002608-T1, GBNTN_002654-T1, GBNTN_007801-T1	GBNWO_001637-T1, GBNWO_006174-T1
OG0000276	GBNTN_002621-T1, GBNTN_002637-T1, GBNTN_008117-T1	GBNWO_005233-T1, GBNWO_009356-T1
OG0000277	GBNTN_002837-T1, GBNTN_002858-T1, GBNTN_009203-T1	GBNWO_000655-T1, GBNWO_008461-T1
OG0000278	GBNTN_002844-T1, GBNTN_009580-T1	GBNWO_006301-T1, GBNWO_006645-T1, GBNWO_007156-T1
OG0000279	GBNTN_002919-T1, GBNTN_002920-T1, GBNTN_005647-T1	GBNWO_002594-T1, GBNWO_004685-T1
OG0000280	GBNTN_002923-T1, GBNTN_005865-T1	GBNWO_002591-T1, GBNWO_003628-T1, GBNWO_007768-T1
OG0000281	GBNTN_002960-T1, GBNTN_004900-T1, GBNTN_006486-T1	GBNWO_004006-T1, GBNWO_006269-T1
OG0000282	GBNTN_002976-T1, GBNTN_008989-T1, GBNTN_009983-T1	GBNWO_002640-T1, GBNWO_003458-T1
OG0000283	GBNTN_002995-T1, GBNTN_006235-T1, GBNTN_009399-T1	GBNWO_001326-T1, GBNWO_003200-T1
OG0000284	GBNTN_003020-T1, GBNTN_003021-T1, GBNTN_004418-T1	GBNWO_002535-T1, GBNWO_008332-T1
OG0000285	GBNTN_003076-T1, GBNTN_004469-T1, GBNTN_007844-T1	GBNWO_003235-T1, GBNWO_006048-T1
OG0000286	GBNTN_003127-T1, GBNTN_003329-T1, GBNTN_003331-T1	GBNWO_002579-T1, GBNWO_008914-T1
OG0000287	GBNTN_003156-T1, GBNTN_007985-T1, GBNTN_009512-T1	GBNWO_003123-T1, GBNWO_005517-T1
OG0000288	GBNTN_003160-T1, GBNTN_003250-T1	GBNWO_002306-T1, GBNWO_002817-T1, GBNWO_004003-T1
OG0000289	GBNTN_003307-T1, GBNTN_004313-T1, GBNTN_004680-T1	GBNWO_003145-T1, GBNWO_008392-T1
OG0000290	GBNTN_003325-T1, GBNTN_004298-T1, GBNTN_004839-T1	GBNWO_000950-T1, GBNWO_006344-T1
OG0000291	GBNTN_003455-T1, GBNTN_004771-T1	GBNWO_006276-T1, GBNWO_006277-T1, GBNWO_009285-T1
OG0000292	GBNTN_003494-T1, GBNTN_003708-T1, GBNTN_008759-T1	GBNWO_001678-T1, GBNWO_002852-T1
OG0000293	GBNTN_003620-T1, GBNTN_006488-T1, GBNTN_006819-T1	GBNWO_001902-T1, GBNWO_004742-T1
OG0000294	GBNTN_003741-T1, GBNTN_004746-T1, GBNTN_008307-T1	GBNWO_004766-T1, GBNWO_004924-T1
OG0000295	GBNTN_003745-T1, GBNTN_008610-T1	GBNWO_000630-T1, GBNWO_000889-T1, GBNWO_008572-T1
OG0000296	GBNTN_003788-T1, GBNTN_008774-T1	GBNWO_001208-T1, GBNWO_005718-T1, GBNWO_007003-T1
OG0000297	GBNTN_003841-T1, GBNTN_005671-T1	GBNWO_005188-T1, GBNWO_005823-T1, GBNWO_006605-T1
OG0000298	GBNTN_003857-T1, GBNTN_007080-T1, GBNTN_009360-T1, GBNTN_009826-T1	GBNWO_009171-T1
OG0000299	GBNTN_003871-T1, GBNTN_006756-T1, GBNTN_009805-T1	GBNWO_006509-T1, GBNWO_008947-T1
OG0000300	GBNTN_004161-T1, GBNTN_004327-T1, GBNTN_006323-T1	GBNWO_005173-T1, GBNWO_005945-T1
OG0000301	GBNTN_004200-T1, GBNTN_005548-T1, GBNTN_008027-T1	GBNWO_002322-T1, GBNWO_003168-T1
OG0000302	GBNTN_004212-T1, GBNTN_007867-T1	GBNWO_000168-T1, GBNWO_001781-T1, GBNWO_002276-T1
OG0000303	GBNTN_004393-T1, GBNTN_004574-T1	GBNWO_004338-T1, GBNWO_007154-T1, GBNWO_007875-T1
OG0000304	GBNTN_004577-T1, GBNTN_004578-T1, GBNTN_005703-T1	GBNWO_006051-T1, GBNWO_008416-T1
OG0000305	GBNTN_004925-T1, GBNTN_007903-T1, GBNTN_008908-T1	GBNWO_001758-T1, GBNWO_004162-T1
OG0000306	GBNTN_005407-T1, GBNTN_007178-T1	GBNWO_000144-T1, GBNWO_004138-T1, GBNWO_009183-T1
OG0000307	GBNTN_005510-T1, GBNTN_006611-T1, GBNTN_006810-T1	GBNWO_001920-T1, GBNWO_006726-T1
OG0000308	GBNTN_005720-T1, GBNTN_006925-T1, GBNTN_007438-T1	GBNWO_002154-T1, GBNWO_004552-T1
OG0000309	GBNTN_006518-T1, GBNTN_006520-T1, GBNTN_008190-T1	GBNWO_001122-T1, GBNWO_001811-T1
